"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YBL066C",47.617857233333,-0.41208956460093,0.207922001241013,-1.98194304662957,0.0474856153416459,0.110328577798561
"YBL067C",99.2576315703852,-0.438232975826157,0.143708217795521,-3.04946357660428,0.00229250429830733,0.00866818909922185
"YBL068W",50.8734302162422,0.305707986900684,0.197969489140787,1.54421768843015,0.122535605106976,0.232906811191791
"YBL068W-A",6.28220913914477,0.069789475272282,0.565499266601845,0.123412141083145,0.901780743374389,0.942635228110596
"YBL069W",45.2507320760519,0.513297552481423,0.209113018284478,2.45464178506156,0.0141025038738388,0.0407105157490453
"YBL070C",2.72684671768663,0.428262746632519,0.839667459581274,0.510038517922423,0.610024477029283,0.740367583754872
"YBL071C",6.76990045037425,-0.376136401324937,0.56412130996734,-0.666765099419331,0.504922188864291,0.646832437284711
"YBL071C-B",0,NA,NA,NA,NA,NA
"YBL071W-A",8.94571464932625,-0.107928207572036,0.484201861345832,-0.222899200081658,0.823613958970697,0.892156497949245
"YBL072C",2116.88597695721,0.571417011701985,0.0341001066446736,16.7570447112147,5.03013549379577e-63,1.45207838318616e-61
"YBL073W",0.539347686404468,1.26249872045222,1.93731012658548,0.651676106539219,0.514610139505091,0.65618501451214
"YBL074C",10.0777235155082,-0.279090997487083,0.481133122716401,-0.580070222377083,0.561867263607198,0.698137743813818
"YBL075C",48.0418064202586,-0.361401168077293,0.207985175958974,-1.73762945561361,0.0822761261736363,0.171609920709247
"YBL076C",646.634008470353,0.727743199267547,0.0551084481017712,13.2056558356278,8.13877606064466e-40,1.74418109340324e-38
"YBL077W",86.7837414326398,-0.0176487833482601,0.151213402835236,-0.116714411668194,0.907086369473413,0.945679424111299
"YBL078C",57.2040593177256,-0.687910636475733,0.193784272960958,-3.54987856323268,0.000385408891514297,0.00173667499084347
"YBL079W",86.7653578016496,0.0864701850747679,0.147387124140309,0.586687511403305,0.557413596766438,0.694104541807646
"YBL080C",44.6610610835448,-0.159058456009482,0.207774584214403,-0.765533747117739,0.443953778990013,0.593377545618364
"YBL081W",65.4699844937463,0.348438913910236,0.186375109691028,1.86955712320104,0.0615453441363244,0.13702701701412
"YBL082C",109.554567470123,0.109155318852551,0.137434301059646,0.794236358834302,0.427057845518884,0.578355268936717
"YBL083C",42.8945723737606,0.0295963130280014,0.213454613791261,0.138653892283368,0.88972365468391,0.934823490927651
"YBL084C",67.4463726269729,-1.08736945860617,0.1885038891825,-5.76841922637168,8.00185492189585e-09,6.68265876039968e-08
"YBL085W",213.976891240311,-0.860955053014086,0.10165624170666,-8.46927880236283,2.46917029210291e-17,3.17278345257614e-16
"YBL086C",134.552519051683,-0.257726480302928,0.12577862412745,-2.04904833465007,0.0404573887912808,0.0967000423207854
"YBL087C",918.348053255662,0.976210543714481,0.0478386780333831,20.4063026790426,1.46992545988745e-92,6.11372944566345e-91
"YBL088C",74.0034273409346,0.0320195700431183,0.16742597686479,0.191246129440097,0.848332764461141,0.90870209029538
"YBL089W",48.6120118565528,-0.085791642473209,0.204001839881561,-0.420543474132478,0.674088477396239,0.788161152968194
"YBL090W",31.8482827875987,-0.486913019699265,0.259374021033469,-1.87726210111241,0.0604821798152734,0.135255868691956
"YBL091C",441.557413617593,0.157441452041261,0.0663505100618633,2.37287478113532,0.0176502465257492,0.0489836955819958
"YBL091C-A",69.4600294466014,-0.121891115842198,0.182107206168395,-0.669337136112475,0.503280442684102,0.645383155912554
"YBL092W",2095.08152085308,0.572377996343568,0.0354636812288696,16.1398359253697,1.33896777812536e-58,3.68041491013415e-57
"YBL093C",104.166327811453,0.133623235783815,0.137314784631588,0.973116158921433,0.330495573834625,0.482650269758026
"YBL094C",6.68385389134864,0.0223897846110793,0.542095476767013,0.0413022900405093,0.967054907441549,0.981480762954195
"YBL095W",44.7671534986652,-0.641017911422406,0.215085117920235,-2.98029876553397,0.00287967372756084,0.0105476809418538
"YBL096C",2.85862310842673,-0.665578300140406,0.918808444238214,-0.724392885496648,0.46882456639073,0.615835323814838
"YBL097W",18.0465156766654,0.614170013918725,0.338146475954425,1.81628394081357,0.0693268274026107,0.150820441445046
"YBL098W",27.2069606976042,-0.222439792573101,0.273592049143353,-0.813034564672418,0.41619824112516,0.568088962892925
"YBL099W",592.24026614715,0.239305138594515,0.0577830262211142,4.14144350416649,3.45126887587266e-05,0.000192406718106411
"YBL100C",18.6907861890452,-0.350702411708244,0.335902102170496,-1.04406137812807,0.296456993238096,0.448695501855697
"YBL100W-C",0,NA,NA,NA,NA,NA
"YBL101C",188.238575935908,1.07872350692264,0.10470459775178,10.3025419139658,6.86235924664203e-25,1.07385730587304e-23
